Ad_ID,Campaign_Name,Date,Impressions,Clicks,Conversions,Ad_Spend ($),Revenue ($),Engagements,ROAS
1731,Summer Sale,2025-03-11,173489,13598,1769,3118,4654,36361,1.49
1732,Summer Sale,2025-03-12,143514,7552,681,2940,24721,35048,8.41
1733,Black Friday,2025-03-13,119619,9883,1638,3296,14790,9070,4.49
1734,Holiday Special,2025-03-14,155582,9373,1680,1640,20296,23841,12.38
1735,Black Friday,2025-03-15,192924,14594,1897,2201,16726,11529,7.6
1736,Summer Sale,2025-03-16,92849,7348,1160,3958,2656,5460,0.67
1737,New Arrivals,2025-03-17,26226,8806,1462,4261,16455,44333,3.86
1738,Summer Sale,2025-03-18,186184,4111,720,3119,19951,2777,6.4
1739,Black Friday,2025-03-19,55502,8714,722,1538,14789,18113,9.62
1740,Holiday Special,2025-03-20,159422,3588,179,926,15067,19215,16.27
1741,Black Friday,2025-03-21,141899,11482,75,242,22070,13651,91.2
1742,Summer Sale,2025-03-22,93127,14188,1289,825,18020,38990,21.84
1743,New Arrivals,2025-03-23,140393,6987,1208,4745,13213,23065,2.78
1744,Winter Discount,2025-03-24,139695,5944,1324,4432,16315,17241,3.68
1745,Winter Discount,2025-03-25,85513,5425,413,4997,10952,48927,2.19
1746,Holiday Special,2025-03-26,116617,9347,1240,4411,5176,13202,1.17
1747,Black Friday,2025-03-27,80721,6323,1701,1732,13330,45618,7.7
1748,Summer Sale,2025-03-28,59638,11922,1204,1423,8243,21827,5.79
1749,New Arrivals,2025-03-29,42608,12949,502,3700,6538,8953,1.77
1750,Winter Discount,2025-03-30,39604,8418,526,4368,16632,13874,3.81
1751,New Arrivals,2025-03-01,147009,2330,1075,2103,24248,29426,11.53
1752,Black Friday,2025-03-02,149059,8399,798,4756,18558,48446,3.9
1753,Summer Sale,2025-03-03,64893,7057,1028,3446,1219,49836,0.35
1754,Holiday Special,2025-03-04,128620,7393,843,3774,9851,35397,2.61
1755,Holiday Special,2025-03-05,105909,7906,788,1294,6215,10553,4.8
1756,Winter Discount,2025-03-06,130365,1592,215,4613,3614,41156,0.78
1757,Summer Sale,2025-03-07,177562,10147,354,3041,11048,48752,3.63
1758,Black Friday,2025-03-08,74063,6479,1193,1513,23166,10318,15.31
1759,Holiday Special,2025-03-09,191075,10984,294,215,21295,3396,99.05
1760,Summer Sale,2025-03-10,74837,4086,1655,400,18642,16953,46.6
1761,Black Friday,2025-03-11,116009,8901,1721,3760,2423,13387,0.64
1762,New Arrivals,2025-03-12,67682,1168,1224,1811,910,14948,0.5
1763,Summer Sale,2025-03-13,43098,6571,939,1353,21434,48054,15.84
1764,Holiday Special,2025-03-14,46888,2724,1707,1051,8233,28106,7.83
1765,Black Friday,2025-03-15,74045,1483,696,1575,2515,6347,1.6
1766,Summer Sale,2025-03-16,32685,2102,388,1420,3198,45150,2.25
1767,Holiday Special,2025-03-17,96575,8961,631,3009,4675,38599,1.55
1768,Black Friday,2025-03-18,166087,916,1719,581,19556,2104,33.66
1769,Holiday Special,2025-03-19,63317,7764,634,3676,6179,22144,1.68
1770,Holiday Special,2025-03-20,82263,6295,1785,966,18561,15267,19.21
1771,New Arrivals,2025-03-21,60557,4319,1885,2381,3590,4963,1.51
1772,Holiday Special,2025-03-22,136803,13858,1848,3975,3318,6615,0.83
1773,New Arrivals,2025-03-23,129147,7753,1221,1797,17442,41264,9.71
1774,Black Friday,2025-03-24,138500,4622,1910,3967,14300,20183,3.6
1775,New Arrivals,2025-03-25,191995,4283,926,4243,3014,38361,0.71
1776,Winter Discount,2025-03-26,77312,13326,943,3162,4461,43451,1.41
1777,Summer Sale,2025-03-27,37164,14810,880,3659,7219,49231,1.97
1778,Holiday Special,2025-03-28,190909,6553,70,2475,19032,49554,7.69
1779,Winter Discount,2025-03-29,75532,12270,534,1198,19029,6972,15.88
1780,Black Friday,2025-03-30,36181,1960,511,1951,12000,46155,6.15
1781,New Arrivals,2025-03-01,123295,2031,1423,994,11752,42234,11.82
1782,New Arrivals,2025-03-02,17602,12523,109,4294,13185,40852,3.07
1783,Summer Sale,2025-03-03,110539,8909,65,3470,18196,37085,5.24
1784,Summer Sale,2025-03-04,19232,7077,1173,113,929,24807,8.22
1785,New Arrivals,2025-03-05,160673,12134,1338,708,24697,11303,34.88
1786,Holiday Special,2025-03-06,141586,1990,1167,2741,9533,47247,3.48
1787,Holiday Special,2025-03-07,119674,14021,524,3295,4011,39677,1.22
1788,Holiday Special,2025-03-08,186936,9301,1232,4763,18078,41723,3.8
1789,Winter Discount,2025-03-09,128511,7822,1547,422,1097,34182,2.6
1790,Black Friday,2025-03-10,106485,9035,1509,4087,18524,49505,4.53
1791,Black Friday,2025-03-11,113707,12500,614,702,22811,17075,32.49
1792,Black Friday,2025-03-12,74589,1591,349,187,13525,33342,72.33
1793,Holiday Special,2025-03-13,140119,9368,83,3361,9106,30893,2.71
1794,New Arrivals,2025-03-14,177531,14142,1403,2575,20451,35054,7.94
1795,Summer Sale,2025-03-15,33374,8864,262,430,6607,19261,15.37
1796,Holiday Special,2025-03-16,195201,14097,560,2641,17378,3771,6.58
1797,Holiday Special,2025-03-17,175227,12564,1924,2034,15475,34857,7.61
1798,New Arrivals,2025-03-18,177926,4760,79,4001,5994,5106,1.5
1799,Summer Sale,2025-03-19,56763,12981,1120,2884,13552,28730,4.7
1800,Holiday Special,2025-03-20,29967,2238,1357,3711,15023,22257,4.05
1801,Black Friday,2025-03-21,93539,6044,1740,2513,17954,38087,7.14
1802,Black Friday,2025-03-22,94155,10625,1168,3117,8535,24632,2.74
1803,Black Friday,2025-03-23,186171,4298,1882,3720,2650,41218,0.71
1804,New Arrivals,2025-03-24,123622,1052,1891,3996,14663,49873,3.67
1805,New Arrivals,2025-03-25,144593,8321,351,763,13106,36356,17.18
1806,Summer Sale,2025-03-26,63735,11574,1983,1819,14347,8876,7.89
1807,New Arrivals,2025-03-27,152208,1531,1290,4245,7077,24411,1.67
1808,Summer Sale,2025-03-28,174009,9693,190,4523,13828,19408,3.06
1809,New Arrivals,2025-03-29,172070,12991,1678,1861,10878,35062,5.85
1810,Holiday Special,2025-03-30,196600,7279,1786,1945,4316,5572,2.22
1811,Summer Sale,2025-03-01,63445,11691,619,1356,2491,3890,1.84
1812,Black Friday,2025-03-02,177185,13545,1579,950,6714,22535,7.07
1813,Black Friday,2025-03-03,11851,3871,937,4203,15504,7963,3.69
1814,Winter Discount,2025-03-04,135299,10197,986,3793,3303,38025,0.87
1815,Winter Discount,2025-03-05,174603,11284,1709,4174,18798,30883,4.5
1816,Summer Sale,2025-03-06,28742,10024,1931,2181,21243,42033,9.74
1817,Holiday Special,2025-03-07,53488,1783,811,1922,19017,44515,9.89
1818,Black Friday,2025-03-08,118240,10024,1805,682,20883,13950,30.62
1819,Summer Sale,2025-03-09,161895,5643,1396,3968,20818,40271,5.25
1820,Holiday Special,2025-03-10,14736,10051,1734,2456,12422,32828,5.06
1821,Summer Sale,2025-03-11,181520,9636,1770,3205,24634,18900,7.69
1822,New Arrivals,2025-03-12,130096,13771,1184,3805,23648,37296,6.21
1823,New Arrivals,2025-03-13,109634,8614,713,2763,20846,17018,7.54
1824,Winter Discount,2025-03-14,157716,4192,488,2481,5173,3586,2.09
1825,New Arrivals,2025-03-15,22026,7774,882,4597,4313,5386,0.94
1826,New Arrivals,2025-03-16,120543,12284,1637,3825,8319,4485,2.17
1827,New Arrivals,2025-03-17,150006,9807,599,1084,21638,16537,19.96
1828,Winter Discount,2025-03-18,55633,11660,1300,3425,23836,12451,6.96
1829,Summer Sale,2025-03-19,187770,13394,461,1183,16716,19676,14.13
1830,Summer Sale,2025-03-20,30053,6898,1160,4296,8990,44432,2.09
1831,Winter Discount,2025-03-21,196616,8113,722,413,13642,36922,33.03
1832,New Arrivals,2025-03-22,109881,13414,649,4813,15407,15180,3.2
1833,Summer Sale,2025-03-23,40813,827,1897,3480,9996,6998,2.87
1834,New Arrivals,2025-03-24,114234,13357,377,3082,22630,44717,7.34
1835,Winter Discount,2025-03-25,154375,607,502,3980,10449,45171,2.63
1836,Holiday Special,2025-03-26,84851,840,483,1053,12597,36020,11.96
1837,Black Friday,2025-03-27,194719,4975,1909,3713,10500,22776,2.83
1838,Holiday Special,2025-03-28,72129,14866,136,1449,3705,9834,2.56
1839,Holiday Special,2025-03-29,30970,7191,1964,921,16657,2946,18.09
1840,New Arrivals,2025-03-30,160793,1582,359,396,14994,31083,37.86
1841,Black Friday,2025-03-01,184620,7284,889,1101,10593,5990,9.62
1842,New Arrivals,2025-03-02,113039,13777,1618,4399,11184,10562,2.54
1843,Winter Discount,2025-03-03,159611,10326,1487,2802,8849,20816,3.16
1844,Winter Discount,2025-03-04,155325,8382,1662,2214,24880,13602,11.24
1845,Summer Sale,2025-03-05,150255,7307,763,3319,19558,17790,5.89
1846,Holiday Special,2025-03-06,134959,14781,1090,2209,4330,19597,1.96
1847,Summer Sale,2025-03-07,49882,13233,1900,3898,10041,33292,2.58
1848,Black Friday,2025-03-08,137485,3099,178,2340,18433,28309,7.88
1849,Winter Discount,2025-03-09,197379,1537,1905,4859,8573,38671,1.76
1850,Summer Sale,2025-03-10,122542,5105,1236,1112,10505,10912,9.45
1851,Holiday Special,2025-03-11,85133,4062,1133,2399,24322,27140,10.14
1852,Black Friday,2025-03-12,189012,4041,443,2156,2970,24498,1.38
1853,Winter Discount,2025-03-13,92917,1680,1977,1373,12311,24960,8.97
1854,Summer Sale,2025-03-14,197817,6653,331,1577,3666,45074,2.32
1855,Holiday Special,2025-03-15,188305,11204,430,3589,19453,20578,5.42
1856,Summer Sale,2025-03-16,61434,10559,240,385,14236,14790,36.98
1857,Black Friday,2025-03-17,199009,13569,251,4948,10619,37150,2.15
1858,Winter Discount,2025-03-18,70440,9643,1942,3852,10633,49054,2.76
1859,Summer Sale,2025-03-19,69460,4555,271,1862,6553,39636,3.52
1860,Holiday Special,2025-03-20,18276,6020,169,2383,2259,24854,0.95
1861,New Arrivals,2025-03-21,118360,14832,1754,1193,6962,12811,5.84
1862,Black Friday,2025-03-22,197704,14251,642,2245,7989,23856,3.56
1863,Holiday Special,2025-03-23,195032,7493,1412,4017,5478,18646,1.36
1864,Black Friday,2025-03-24,159338,5421,494,4081,9092,11847,2.23
1865,Black Friday,2025-03-25,90295,10201,609,2385,15738,46873,6.6
1866,Winter Discount,2025-03-26,193921,11708,1099,2242,17508,9603,7.81
1867,Holiday Special,2025-03-27,183424,2032,260,3677,11410,5255,3.1
1868,New Arrivals,2025-03-28,187512,8396,396,1153,22607,46510,19.61
1869,Summer Sale,2025-03-29,113049,10615,645,4403,22498,46913,5.11
1870,Black Friday,2025-03-30,22033,7566,1448,3756,5309,47103,1.41
1871,New Arrivals,2025-03-01,100373,2512,71,3403,4881,13710,1.43
1872,Holiday Special,2025-03-02,34402,1720,1924,2358,24822,35759,10.53
1873,Black Friday,2025-03-03,80850,755,546,4225,3529,42532,0.84
1874,Summer Sale,2025-03-04,136511,4741,534,1330,2600,14205,1.95
1875,New Arrivals,2025-03-05,183056,10002,105,2639,2779,20923,1.05
1876,Black Friday,2025-03-06,58960,6716,1311,3500,896,32568,0.26
1877,New Arrivals,2025-03-07,181460,5708,710,4522,4674,10073,1.03
1878,Black Friday,2025-03-08,82337,9057,382,405,4930,18940,12.17
1879,Holiday Special,2025-03-09,171765,887,1810,2655,12348,22959,4.65
1880,Black Friday,2025-03-10,179809,6925,248,2226,21547,3391,9.68
1881,Summer Sale,2025-03-11,176647,10115,1188,4570,20694,27074,4.53
1882,New Arrivals,2025-03-12,49567,987,1155,2083,4858,28147,2.33
1883,Summer Sale,2025-03-13,165526,11624,1659,1586,1253,19779,0.79
1884,New Arrivals,2025-03-14,12899,6311,1906,4408,23110,32858,5.24
1885,Holiday Special,2025-03-15,128789,6185,1625,4538,9740,15089,2.15
1886,Black Friday,2025-03-16,97694,2888,53,4553,18689,14812,4.1
1887,Holiday Special,2025-03-17,199928,8908,612,2176,16832,39892,7.74
1888,Holiday Special,2025-03-18,165122,1789,1397,3074,18335,19486,5.96
1889,New Arrivals,2025-03-19,137050,3347,1651,3137,24489,20961,7.81
1890,New Arrivals,2025-03-20,54168,12444,630,2006,13321,3472,6.64
1891,New Arrivals,2025-03-21,19679,5147,1104,4620,10477,48469,2.27
1892,Black Friday,2025-03-22,40735,12086,70,1226,13687,25125,11.16
1893,Holiday Special,2025-03-23,61636,4300,1221,3806,13298,19071,3.49
1894,Winter Discount,2025-03-24,82912,6335,471,4833,16585,11207,3.43
1895,Summer Sale,2025-03-25,137905,7395,685,3175,11499,26722,3.62
1896,Summer Sale,2025-03-26,33473,1653,1866,1102,14263,2907,12.94
1897,Winter Discount,2025-03-27,61674,8937,207,2014,14695,16753,7.3
1898,Black Friday,2025-03-28,198145,5371,1455,998,14617,45742,14.65
1899,Holiday Special,2025-03-29,15822,3037,928,4675,12713,48504,2.72
1900,Holiday Special,2025-03-30,186433,8403,1952,2257,21268,14570,9.42
1901,Winter Discount,2025-03-01,32210,11172,1178,3717,4322,6574,1.16
1902,Black Friday,2025-03-02,178622,3533,1439,4156,13095,32600,3.15
1903,Black Friday,2025-03-03,171062,6967,841,341,5456,34977,16.0
1904,Summer Sale,2025-03-04,45447,8421,1806,755,2001,15543,2.65
1905,Winter Discount,2025-03-05,118185,2879,594,2175,19692,47595,9.05
1906,Winter Discount,2025-03-06,160919,3166,1793,540,6523,43603,12.08
1907,Winter Discount,2025-03-07,68780,14152,591,1922,13810,17931,7.19
1908,Holiday Special,2025-03-08,132913,898,1276,1417,14262,40824,10.06
1909,Black Friday,2025-03-09,110505,10178,463,3074,12384,29523,4.03
1910,New Arrivals,2025-03-10,147912,593,1795,4072,22300,11158,5.48
1911,Winter Discount,2025-03-11,141425,8045,1651,686,15561,7645,22.68
1912,Summer Sale,2025-03-12,71600,3714,390,622,21416,41740,34.43
1913,New Arrivals,2025-03-13,128659,6530,764,4621,4019,36752,0.87
1914,Summer Sale,2025-03-14,145829,5670,1722,1369,13275,44261,9.7
1915,New Arrivals,2025-03-15,53435,4390,572,2678,929,35356,0.35
1916,New Arrivals,2025-03-16,79232,13332,822,1255,14904,42703,11.88
1917,Summer Sale,2025-03-17,42722,1186,1130,2087,13638,35387,6.53
1918,Holiday Special,2025-03-18,132191,11633,229,1346,8489,11130,6.31
1919,New Arrivals,2025-03-19,84699,8189,1735,2962,19933,7213,6.73
1920,Summer Sale,2025-03-20,78769,3520,94,4177,9555,23921,2.29
1921,Black Friday,2025-03-21,143065,14553,815,3585,1177,26635,0.33
1922,New Arrivals,2025-03-22,176715,10126,952,1173,4757,37507,4.06
1923,New Arrivals,2025-03-23,120507,14592,1332,2695,16705,15405,6.2
1924,New Arrivals,2025-03-24,102892,13656,89,1155,9542,23469,8.26
1925,Black Friday,2025-03-25,101037,7796,183,731,18528,15496,25.35
1926,Winter Discount,2025-03-26,42109,14286,1454,4753,14123,6564,2.97
1927,Winter Discount,2025-03-27,35886,12967,1930,4875,17618,23416,3.61
1928,Winter Discount,2025-03-28,129513,2438,1665,2661,21318,13385,8.01
1929,Black Friday,2025-03-29,23076,6774,561,4991,13665,14774,2.74
1930,New Arrivals,2025-03-30,190281,9295,1106,2712,3633,40123,1.34
1931,Holiday Special,2025-03-01,87203,3636,1480,4742,13429,32412,2.83
1932,Holiday Special,2025-03-02,138063,14259,271,3737,923,44882,0.25
1933,New Arrivals,2025-03-03,77611,14390,244,532,18867,3217,35.46
1934,Holiday Special,2025-03-04,80206,13810,577,3486,9012,25276,2.59
1935,Black Friday,2025-03-05,65073,7759,693,3205,1796,31498,0.56
1936,Black Friday,2025-03-06,150397,6981,1344,1594,21954,26947,13.77
1937,Holiday Special,2025-03-07,131550,4716,754,2820,747,41145,0.26
1938,Winter Discount,2025-03-08,31081,8135,409,4629,8206,13466,1.77
1939,Holiday Special,2025-03-09,172789,6574,472,4935,8935,5625,1.81
1940,Summer Sale,2025-03-10,109779,863,1557,177,18253,25389,103.12
1941,Summer Sale,2025-03-11,197682,13107,1768,2039,18860,11681,9.25
1942,New Arrivals,2025-03-12,158974,4339,897,1646,15159,2227,9.21
1943,Holiday Special,2025-03-13,143965,4543,1355,1232,14464,31609,11.74
1944,Holiday Special,2025-03-14,163527,5668,454,4663,23589,10094,5.06
1945,Black Friday,2025-03-15,134315,10274,1076,3521,835,25175,0.24
1946,New Arrivals,2025-03-16,134624,12155,1216,3809,13648,41882,3.58
1947,New Arrivals,2025-03-17,66273,520,105,433,18856,28117,43.55
1948,Holiday Special,2025-03-18,81748,3622,1633,1253,5093,27102,4.06
1949,Winter Discount,2025-03-19,108032,6108,1130,2581,13034,26620,5.05
1950,Black Friday,2025-03-20,65543,8391,1590,2767,19056,44929,6.89
1951,Black Friday,2025-03-21,104208,11442,89,2317,12762,43786,5.51
1952,Holiday Special,2025-03-22,93066,8519,1139,2415,24661,31377,10.21
1953,New Arrivals,2025-03-23,133485,5272,1044,2060,17956,47966,8.72
1954,Holiday Special,2025-03-24,199973,8804,1786,1208,6809,5022,5.64
1955,Holiday Special,2025-03-25,196380,13769,926,3259,21540,31915,6.61
1956,Winter Discount,2025-03-26,142888,10019,771,736,13899,43705,18.88
1957,New Arrivals,2025-03-27,72026,10982,1421,2304,12303,24877,5.34
1958,Black Friday,2025-03-28,112757,1413,375,1616,571,9038,0.35
1959,New Arrivals,2025-03-29,123349,1315,853,4476,6417,46033,1.43
1960,New Arrivals,2025-03-30,183962,7567,327,3790,20484,45913,5.4
1961,Black Friday,2025-03-01,25569,10215,792,1654,20448,42433,12.36
1962,Holiday Special,2025-03-02,176932,1948,193,2593,4881,26892,1.88
1963,Winter Discount,2025-03-03,11504,11354,1144,2429,2435,34499,1.0
1964,Black Friday,2025-03-04,25333,13225,195,2654,20549,30804,7.74
1965,New Arrivals,2025-03-05,160369,12004,1327,1126,16127,45797,14.32
1966,Winter Discount,2025-03-06,94636,7374,341,3123,24782,7180,7.94
1967,Summer Sale,2025-03-07,10268,927,864,1380,12096,9525,8.77
1968,Holiday Special,2025-03-08,63876,8011,1072,1248,14260,13862,11.43
1969,New Arrivals,2025-03-09,151670,4574,778,3866,12481,19543,3.23
1970,Black Friday,2025-03-10,151971,11277,1354,3357,20654,39667,6.15
1971,New Arrivals,2025-03-11,194498,9626,1354,3796,1739,9177,0.46
1972,Winter Discount,2025-03-12,149445,10922,655,3413,10204,26856,2.99
1973,Summer Sale,2025-03-13,144723,1745,434,254,13361,3392,52.6
1974,Winter Discount,2025-03-14,158060,14163,1358,1736,4685,33080,2.7
1975,Summer Sale,2025-03-15,170179,535,613,907,9999,38405,11.02
1976,Black Friday,2025-03-16,185312,4584,1006,273,10740,9691,39.34
1977,New Arrivals,2025-03-17,191183,3626,127,959,14157,44280,14.76
1978,Summer Sale,2025-03-18,20477,6571,875,1393,11361,47074,8.16
1979,Winter Discount,2025-03-19,100682,14458,1618,1422,14554,17943,10.23
1980,Summer Sale,2025-03-20,38364,6913,1472,1285,9047,21495,7.04
1981,Winter Discount,2025-03-21,169108,4484,382,2732,11520,5062,4.22
1982,Holiday Special,2025-03-22,119174,5184,322,1598,6190,18191,3.87
1983,Black Friday,2025-03-23,141552,4461,1540,4529,1266,46899,0.28
1984,New Arrivals,2025-03-24,52298,1704,990,2634,18870,8803,7.16
1985,Summer Sale,2025-03-25,42069,5792,566,2406,15845,15654,6.59
1986,Holiday Special,2025-03-26,29114,13838,1596,3678,8267,17641,2.25
1987,Black Friday,2025-03-27,181913,9333,1203,101,20609,10548,204.05
1988,Holiday Special,2025-03-28,140911,1312,1089,2865,21616,48548,7.54
1989,New Arrivals,2025-03-29,58203,4019,1276,118,12625,25700,106.99
1990,Black Friday,2025-03-30,23594,6110,1338,4306,17331,40612,4.02
1991,Holiday Special,2025-03-01,99920,8253,1983,2521,5854,21196,2.32
1992,Winter Discount,2025-03-02,33351,10441,1052,4007,15521,20908,3.87
1993,Black Friday,2025-03-03,153788,12876,527,3994,2734,32496,0.68
1994,Winter Discount,2025-03-04,96911,5077,960,1710,15692,3194,9.18
1995,New Arrivals,2025-03-05,51691,9494,1316,4117,22689,16423,5.51
1996,Summer Sale,2025-03-06,60818,7407,587,2596,12247,49237,4.72
1997,Black Friday,2025-03-07,94264,14402,307,3213,8654,15531,2.69
1998,Holiday Special,2025-03-08,144158,13663,1498,3761,10351,23129,2.75
1999,Black Friday,2025-03-09,163477,13948,1526,2478,3891,16028,1.57
2000,Black Friday,2025-03-10,21731,9534,1900,3196,16645,28213,5.21
2001,Winter Discount,2025-03-11,155153,4216,240,3863,4962,30131,1.28
2002,Holiday Special,2025-03-12,196161,9585,887,3286,3434,31661,1.05
2003,Summer Sale,2025-03-13,49472,579,777,2473,19247,27677,7.78
2004,Holiday Special,2025-03-14,115780,4075,1288,3157,1915,22264,0.61
2005,New Arrivals,2025-03-15,191929,10780,601,2947,21789,21820,7.39
2006,Holiday Special,2025-03-16,46491,14264,385,4803,5994,40178,1.25
2007,Summer Sale,2025-03-17,157418,11374,571,3973,10624,5938,2.67
2008,Black Friday,2025-03-18,40010,3218,1631,3756,2551,34332,0.68
2009,Summer Sale,2025-03-19,96559,4803,1837,1646,2049,35617,1.24
2010,Winter Discount,2025-03-20,151753,1872,1591,2477,11795,39702,4.76
2011,Black Friday,2025-03-21,180006,3773,923,4035,10022,2212,2.48
2012,Holiday Special,2025-03-22,186794,556,697,2692,4468,26181,1.66
2013,New Arrivals,2025-03-23,58488,708,1734,4628,18442,47748,3.98
2014,Holiday Special,2025-03-24,180879,8879,54,804,11701,46828,14.55
2015,Winter Discount,2025-03-25,91127,2307,1409,1040,4608,18778,4.43
2016,Winter Discount,2025-03-26,20884,13179,1921,3040,1948,10370,0.64
2017,Summer Sale,2025-03-27,175707,9904,1138,4555,6700,40099,1.47
2018,New Arrivals,2025-03-28,81512,4259,1261,4679,5232,24963,1.12
2019,Summer Sale,2025-03-29,95628,7405,1728,2950,2280,38119,0.77
2020,New Arrivals,2025-03-30,150100,13616,80,2765,11533,16563,4.17
2021,Summer Sale,2025-03-01,90940,4599,1096,2857,3463,24023,1.21
2022,Black Friday,2025-03-02,93377,1028,1058,1185,2411,46134,2.03
2023,Holiday Special,2025-03-03,107568,10848,1746,713,6134,4653,8.6
2024,Black Friday,2025-03-04,169824,7217,465,2991,6905,48516,2.31
2025,Black Friday,2025-03-05,132101,2538,278,4729,2560,17611,0.54
2026,Summer Sale,2025-03-06,25386,1837,965,4337,5357,47743,1.24
2027,Summer Sale,2025-03-07,149010,1461,316,3794,10847,35147,2.86
2028,Holiday Special,2025-03-08,117107,14082,274,136,21123,3686,155.32
2029,Summer Sale,2025-03-09,68970,5265,534,1050,17034,33686,16.22
2030,Summer Sale,2025-03-10,49411,3928,499,4915,19238,43475,3.91
2031,Holiday Special,2025-03-11,49188,14617,112,1050,2088,3868,1.99
2032,New Arrivals,2025-03-12,68578,9004,264,345,23108,14849,66.98
2033,Holiday Special,2025-03-13,139941,8362,1219,2649,11938,44839,4.51
2034,Winter Discount,2025-03-14,58798,9914,1324,2289,4171,9177,1.82
2035,Summer Sale,2025-03-15,150847,4560,1418,2193,4785,19684,2.18
2036,Black Friday,2025-03-16,132316,14775,601,3078,1061,29910,0.34
2037,New Arrivals,2025-03-17,174878,13676,1136,3809,21468,13402,5.64
2038,New Arrivals,2025-03-18,77575,7356,1072,2869,2410,20618,0.84
2039,Summer Sale,2025-03-19,138597,14412,1810,681,13056,2095,19.17
2040,Summer Sale,2025-03-20,98369,1690,662,4176,9687,21310,2.32
2041,Winter Discount,2025-03-21,150175,2578,1776,3830,1408,3350,0.37
2042,New Arrivals,2025-03-22,17379,5194,1546,2528,1751,3100,0.69
2043,Black Friday,2025-03-23,56057,2623,365,986,19450,24471,19.73
2044,Winter Discount,2025-03-24,188092,1390,773,2705,14997,16650,5.54
2045,Black Friday,2025-03-25,127844,13402,1330,435,17008,16946,39.1
2046,Summer Sale,2025-03-26,67044,9623,69,3604,21085,45309,5.85
2047,New Arrivals,2025-03-27,170698,11874,115,274,5888,26662,21.49
2048,New Arrivals,2025-03-28,11646,8305,955,3280,4501,27060,1.37
2049,Summer Sale,2025-03-29,185008,983,1293,671,14609,13776,21.77
2050,Holiday Special,2025-03-30,48408,7442,1903,127,21182,40026,166.79
2051,Summer Sale,2025-03-01,194385,9161,1357,2275,8794,5748,3.87
2052,Holiday Special,2025-03-02,161070,14763,1365,2418,12862,14812,5.32
2053,New Arrivals,2025-03-03,16513,891,610,4653,19656,7754,4.22
2054,New Arrivals,2025-03-04,65395,14095,1001,1174,20255,36271,17.25
2055,New Arrivals,2025-03-05,105391,3100,246,4908,14231,30198,2.9
2056,Winter Discount,2025-03-06,78478,5071,1013,3021,9722,3867,3.22
2057,Winter Discount,2025-03-07,139838,11106,1444,1104,24939,28243,22.59
2058,Summer Sale,2025-03-08,180064,2649,1005,4877,22209,12358,4.55
2059,Holiday Special,2025-03-09,164100,8740,558,4578,17450,6312,3.81
2060,New Arrivals,2025-03-10,148975,13463,1602,101,630,48820,6.24
2061,Summer Sale,2025-03-11,10043,7466,1805,1899,15120,4630,7.96
2062,Black Friday,2025-03-12,66566,5360,999,2889,16618,44401,5.75
2063,Holiday Special,2025-03-13,83681,7112,1185,3386,7576,21956,2.24
2064,Holiday Special,2025-03-14,151713,6818,1009,1959,3481,19132,1.78
2065,Summer Sale,2025-03-15,50888,8414,272,1117,8670,4092,7.76
2066,Holiday Special,2025-03-16,142336,13497,59,561,8856,6039,15.79
2067,New Arrivals,2025-03-17,64572,780,181,4221,10163,32170,2.41
2068,Holiday Special,2025-03-18,175653,9297,1442,4465,18096,2946,4.05
2069,Summer Sale,2025-03-19,180175,12733,501,3525,8733,47170,2.48
2070,Black Friday,2025-03-20,78008,7652,718,3980,18740,35039,4.71
2071,New Arrivals,2025-03-21,21350,1503,1675,3527,22823,12426,6.47
2072,Holiday Special,2025-03-22,18633,5764,1073,4525,1370,38152,0.3
2073,New Arrivals,2025-03-23,179597,7852,1222,4754,24804,33538,5.22
2074,New Arrivals,2025-03-24,115868,13649,1066,2779,11086,13044,3.99
2075,Winter Discount,2025-03-25,195111,1890,1649,876,6759,17068,7.72
2076,Black Friday,2025-03-26,157858,3446,1809,217,16846,6800,77.63
2077,Summer Sale,2025-03-27,18561,5069,918,3431,4331,30232,1.26
2078,Summer Sale,2025-03-28,32743,9632,1619,280,7698,28482,27.49
2079,Black Friday,2025-03-29,191648,9451,1044,4950,20168,39407,4.07
2080,New Arrivals,2025-03-30,164836,6817,357,2401,8576,38751,3.57
2081,Winter Discount,2025-03-01,92816,11950,365,809,7643,17627,9.45
2082,Black Friday,2025-03-02,121068,7291,309,1478,22790,44150,15.42
2083,New Arrivals,2025-03-03,19092,13848,1510,1247,3778,32128,3.03
2084,Summer Sale,2025-03-04,187644,8351,1147,658,7374,36306,11.21
2085,Black Friday,2025-03-05,118448,5958,1367,1649,21917,37381,13.29
2086,Summer Sale,2025-03-06,78544,981,694,240,19332,18209,80.55
2087,Summer Sale,2025-03-07,159201,7628,1705,1619,12168,49860,7.52
2088,Summer Sale,2025-03-08,44050,6902,1268,2381,23034,44018,9.67
2089,Winter Discount,2025-03-09,150301,9892,1405,3736,13652,17212,3.65
2090,Summer Sale,2025-03-10,185258,1248,1622,3354,23755,35997,7.08
2091,Black Friday,2025-03-11,141150,5079,236,4711,12215,15785,2.59
2092,Holiday Special,2025-03-12,32210,7998,296,1282,20000,43862,15.6
2093,Holiday Special,2025-03-13,136065,3187,455,2738,20979,41713,7.66
2094,Holiday Special,2025-03-14,180232,1993,552,1526,2816,46211,1.85
2095,New Arrivals,2025-03-15,70926,5060,1528,2376,9558,21065,4.02
2096,Holiday Special,2025-03-16,161103,11727,1412,4409,5537,9968,1.26
